F1	#dependency_up||X--up||X--down||
F5427	코너-@-NNG
F2462	시도-@-NNG
F2463	가바토-@-NNP
F5613	차트-@-NNG
F1039	#dependency_기념-@-NNG--사업-@-NNG--대한민국_-@-NNP--공화-@-NNG
F2464	#dependency_down||VNP_MOD--down||
F719	쓰-@-VV
F721	#dependency_up||X--up||NP--up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||VP_MOD--down||VP--down||NP--down||NP--down||
F2465	#dependency_up||NP_AJT--up||VP_MOD--up||NP_MOD--up||VNP--down||
F5428	용산역-@-NNP
F1040	#dependency_up||X--up||NP--down||NP_CNJ--down||
F730	공헌-@-NNG
F3997	주오-@-NNP
F1041	게이세이_-@-NNP
F1042	아르헨티나-@-NNP
F3073	루_산-@-NNP
F3999	언니-@-NNG
F5429	내용-@-NNG
F4546	사이클-@-NNG
F5430	_정-@-NNP
F5431	보광-@-NNG
F1045	자라-@-VV
F5732	#dependency_배우-@-NNG
F2467	강남구-@-NNP
F2468	#dependency_up||R--up||X--up||NP_PRN--down||
F4001	수단-@-NNG
F4002	동진-@-NNG
F5432	#dependency_up||NP_MOD--up||VNP_MOD--up||NP_AJT--up||VP_MOD--up||NP_AJT--up||VP_MOD--down||VP--down||NP_SBJ--down||NP--down||
F4003	#dependency_은-@-NNP--양녕대군-@-NNP--대통령-@-NNG--초대-@-NNG
F4004	#dependency_up||X_OBJ--up||VP--down||NP_AJT--down||NP_MOD--down||
F2470	확보-@-NNG
F3731	공학-@-NNG
F2471	#dependency_up||NP--up||VNP_MOD--up||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F613	#dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||NP_CNJ--down||
F5434	#dependency_방계-@-NNG--회사-@-NNG--자-@-NNG--회사-@-NNG
F5015	#dependency_up||NP_MOD--up||VNP_MOD--up||NP--down||
F1047	개창-@-NNG
F4007	#dependency_등-@-NNB--몰아내-@-VV--남-@-VV
F5435	#dependency_up||NP--up||NP_AJT--down||NP_MOD--down||
F4008	생전-@-NNG
F5436	음반_-@-NNP
F5437	프리미어-@-NNG
F2006	#dependency_up||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||
F3736	#dependency_육층-@-NNP--석탑-@-NNG--육층-@-NNP--석탑-@-NNG--있-@-VA--앞-@-NNG--고창_선-@-NNP--운사_-@-NNP--대웅-@-NNP--선운-@-NNP--아산면-@-NNP--고창군-@-NNP
F1049	자살-@-NNG
F4009	세종-@-NNP
F2475	#dependency_down||VP_MOD--down||VP--down||VP--down||
F5439	#dependency_대왕-@-NNG--의_-@-NNP--꿈-@-NNG--칼과_꽃-@-NNP--등-@-NNB--있-@-VA--출연-@-NNG--텔레비전_-@-NNP--드라마-@-NNG
F1050	후라노_시-@-NNP
F5440	병력-@-NNG
F4010	점-@-NNB
F2476	#dependency_up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||
F2477	#dependency_소속-@-NNG--_타-@-NNP--그-@-NP--소속-@-NNG
F5722	좋-@-VA
F4012	자객-@-NNG
F4013	#dependency_위치-@-NNG--아바시리_시-@-NNP
F1051	철수-@-NNG
F4014	#dependency_up||NP--up||NP_MOD--up||NP_OBJ--up||VP_MOD--up||NP--up||VP--down||VP--down||NP_AJT--down||NP--down||NP--down||
F416	짧-@-VA
F4015	#dependency_대통령-@-NNG--좋아하-@-VV--이후-@-NNG--독립-@-NNG
F2478	태자-@-NNG
F5441	#dependency_중앙-@-NNG--문화-@-NNG--혁명-@-NNG--소조-@-NNG--조장-@-NNG--결혼-@-NNG--그-@-NP--데뷔-@-NNG--잇-@-VV--데뷔-@-NNG
F491	훗날-@-NNG
F5442	#dependency_up||NP_MOD--up||VNP--down||X--down||NP--down||
F1052	과천시-@-NNP
F1053	#dependency_up||NP_AJT--up||VP_MOD--down||VP--down||NP_AJT--down||VNP_MOD--down||VNP_MOD--down||NP_MOD--down||
F2479	#dependency_up||VNP--down||NP_AJT--down||
F5443	#dependency_임금-@-NNG--때-@-NNG--천거-@-NNG--그-@-NP--장남-@-NNG--정치-@-NNG
F818	세손-@-NNG
F3769	갖추-@-VV
F4016	#dependency_up||NP--up||VP--up||VP--down||NP_OBJ--down||NP_CNJ--down||VP_MOD--down||NP_SBJ--down||
F4017	슬하-@-NNG
F2480	형태-@-NNG
F3778	에이스-@-NNG
F1055	광장-@-NNG
F5444	#dependency_up||NP_MOD--up||NP_SBJ--up||VP_AJT--down||NP_AJT--down||NP_MOD--down||NP--down||NP--down||
F2481	선정-@-NNG
F4018	칠곡-@-NNP
F1057	임기-@-NNG
F2482	#dependency_down||VP_MOD--down||NP_OBJ--down||NP--down||NP--down||NP_MOD--down||
F834	#dependency_up||NP_MOD--up||X_OBJ--down||VP_MOD--down||VNP--down||NP--down||
F2484	#dependency_up||NP_AJT--up||VP_MOD--up||NP--up||VNP--down||
F5257	소야_-@-NNP
F5445	컵-@-NNG
F2486	#dependency_지명-@-NNG
F1813	번째-@-NNB
F2487	후기-@-NNG
F2488	#dependency_up||NP_SBJ--up||NP_AJT--up||VP--down||NP_AJT--down||
F3797	대상-@-NNG
F4019	요시-@-NNP
F1061	판-@-NNG
F4020	완행선-@-NNP
F5446	도쿠시마_현-@-NNP
F1385	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--노보리베쓰-@-NNP--_시-@-NNP
F1062	#dependency_up||NP_OBJ--up||VP--down||VP--down||
F2489	아오모리_현-@-NNP
F5063	#dependency_up||NP--up||NP_AJT--up||VP--up||VP_OBJ--up||VP--up||VP--down||NP_AJT--down||
F5259	존재-@-NNG
F1063	맺-@-VV
F3815	서재창-@-NNP
F5447	부활-@-NNG
F5448	#dependency_up||NP--up||VNP_MOD--up||NP_AJT--down||
F4510	힘-@-NNG
F2492	국립-@-NNG
F2493	남-@-NNG
F5449	#dependency_up||X--up||NP--down||X--down||NP--down||X--down||
F2512	프로듀싱-@-NNG
F5450	중국_공산당-@-NNP
F3828	원적-@-NNG
F3555	#dependency_up||NP--up||NP_MOD--up||NP_MOD--down||NP--down||
F1066	직통-@-NNG
F144	끌-@-VV
F3835	#dependency_up||NP_AJT--up||NP--down||X--down||
F4021	이특_-@-NNP
F5452	#dependency_묶-@-VV--가운데-@-NNG--섬-@-NNG--있-@-VA--아래-@-NNG--관할-@-NNG
F1822	관계-@-NNG
F4808	#dependency_up||X--up||VP--up||VP_MOD--down||NP_OBJ--down||
F5454	제주_유나이티드_-@-NNP
F4022	이란-@-NNP
F614	제정-@-NNG
F2495	쿠바-@-NNP
F5455	패밀리-@-NNG
F2496	#dependency_up||NP--up||NP_MOD--up||VNP_MOD--down||VNP--down||NP_AJT--down||NP_MOD--down||
F4024	대결-@-NNG
F3863	전-@-NNG
F3864	운전-@-NNG
F4025	당숙-@-NNG
F5456	초상-@-NNG
F1069	#dependency_up||NP--up||R_PRN--down||X--down||
F1070	#dependency_up||NP--up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||
F1071	연맹-@-NNG
F2499	#dependency_삼화-@-NNP--고속-@-NNG--경기-@-NNG--공항리-@-NNP--무진버스-@-NNP
F2500	녹조-@-NNG
F4550	구마모토_현-@-NNP
F1780	#dependency_up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||VNP_MOD--down||VP_MOD--down||NP--down||
F3883	#dependency_주오_-@-NNP--본선-@-NNG
F4026	조선_순조-@-NNP
F5457	#dependency_up||NP_MOD--up||VNP--down||VNP--down||VNP--down||NP_MOD--down||
F5458	#dependency_up||NP_SBJ--up||VNP--up||VNP--down||NP_MOD--down||
F5459	통하-@-VV
F1072	위기-@-NNG
F4028	이름-@-NNG
F5460	주의-@-NNG
F4029	본_-@-NNP
F4030	정-@-NNG
F1655	#dependency_영입-@-NNG
F3890	#dependency_오-@-VV--연체-@-NNG--동물-@-NNG
F5462	함대-@-NNG
F4032	#dependency_대항-@-NNG--말리-@-VV--살해-@-NNG--일변-@-NNG--거느리-@-VV
F4033	형성-@-NNG
F919	침공-@-NNG
F1073	#dependency_위치-@-NNG--아가-@-NNG--_정-@-NNP
F1074	인터넷-@-NNG
F5463	#dependency_대하-@-NNG--드라마-@-NNG
F3898	이-@-NNP
F2988	#dependency_up||NP_CNJ--up||NP_AJT--up||VP--down||VP--down||VP--down||
F1076	#dependency_up||NP_AJT--up||VNP--up||VP--up||VP--down||NP_OBJ--down||NP--down||NP--down||
F2502	나이-@-NNG
F1077	원작-@-NNG
F944	#dependency_취임-@-NNG--직후-@-NNG--년-@-NNB--월-@-NNB--있-@-VA--대통령-@-NNG
F5464	의정부-@-NNP
F4035	슬로베니아-@-NNP
F5465	다음-@-NNG
F2503	항복-@-NNG
F4036	#dependency_받-@-VV--친하-@-VA--배우-@-VV
F4037	남단-@-NNG
F5467	무안군-@-NNP
F2504	이것-@-NP
F5670	#dependency_up||NP_MOD--up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||
F3995	#dependency_up||NP--up||NP--down||
F3289	#dependency_병마도-@-NNP--원수-@-NNG
F3930	#dependency_구상-@-NNG--은-@-NNG
F3933	#dependency_입지-@-NNG--어렵-@-VA--되-@-VV--잃-@-VV--가-@-VV
F4038	낙점-@-NNG
F2505	구원-@-NNG
F3937	#dependency_파리_-@-NNP--프랑스-@-NNP
F4039	이치-@-NNG
F2506	#dependency_건국-@-NNG
F1078	영토-@-NNG
F1079	_주-@-NNP
F1080	성균관-@-NNG
F977	철도_-@-NNP
F1081	#dependency_북구_-@-NNP--광주-@-NNP--광역-@-NNG--시-@-NNG
F4040	#dependency_down||VNP_MOD--down||VP--down||NP_AJT--down||
F1082	가미이나_군-@-NNP
F2509	차이-@-NNG
F4041	조합-@-NNG
F3290	도치-@-NNG
F4042	#dependency_up||NP_SBJ--up||VP--up||VP--up||VP--up||VP--down||NP_AJT--down||NP_AJT--down||VNP_MOD--down||
F567	#dependency_조승연_-@-NNP--배우-@-NNG--등-@-NNB--있-@-VA--중반-@-NNG--시절-@-NNG--활약-@-NNG
F989	#dependency_정차-@-NNG--역-@-NNG--기능-@-NNG
F4043	두텁-@-VA
F1083	일본-@-NNP
F2510	일본_제국-@-NNP
F1084	#dependency_전철-@-NNG--역-@-NNG--위치-@-NNG--가정-@-NNP--동_-@-NNP--인천-@-NNP--서구_-@-NNP--인천-@-NNP--광역-@-NNG--시-@-NNG
F5470	건너가-@-VV
F2511	교류-@-NNG
F4044	역할-@-NNG
F5482	#dependency_연체-@-NNG--동물-@-NNG
F4045	경험-@-NNG
F4046	#dependency_up||NP_AJT--up||VNP--down||NP_MOD--down||NP--down||
F4047	의사-@-NNG
F5471	#dependency_up||X_OBJ--up||VP--down||VP--down||
F1087	전시-@-NNG
F2513	개업-@-NNG
F2514	#dependency_활약-@-NNG
F3006	#dependency_도부_-@-NNP--철도-@-NNG--_도조_-@-NNP--본선-@-NNG
F2515	#dependency_up||NP_MOD--up||NP--up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||NP--down||
F4553	요코스카_선-@-NNP
F5473	동류-@-NNG
F2516	리역-@-NNP
F1088	대통령_-@-NNP
F5474	길-@-NNG
F1089	후쿠시마_현-@-NNP
F618	#dependency_등-@-NNB--결성-@-NNG--신분-@-NNG--장교-@-NNG
F1090	연합-@-NNG
F926	#dependency_백찬이-@-NNP
F3975	#dependency_up||NP_MOD--up||NP--down||X--down||
F5413	승탑-@-NNP
F1091	통근-@-NNG
F5475	#dependency_삼장보-@-NNP--살도-@-NNP--삼장-@-NNG--보살-@-NNG--도-@-NNG--있-@-VA--용주-@-NNP--화성시-@-NNP
F1092	#dependency_up||NP--up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||NP_MOD--down||NP--down||
F5476	수록-@-NNG
F5477	#dependency_up||NP--down||NP_CNJ--down||
F2517	가정-@-NNG
F2518	창작-@-NNG
F1094	#dependency_제외-@-NNG
F2519	#dependency_up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F1817	#dependency_up||NP--up||NP--up||NP--up||NP_CNJ--down||
F5661	#dependency_경상북도-@-NNP
F5394	#dependency_피처-@-NNG--애니메이션-@-NNG--제작-@-NNG--년-@-NNB--영화-@-NNG--애니메이션-@-NNG
F4050	#dependency_up||NP_MOD--up||NP--down||NP--down||NP_MOD--down||
F3996	시-@-NNB
F1043	이라크-@-NNP
F1095	#dependency_팬-@-NNG--플루트-@-NNG
F1784	루마니아-@-NNP
F2522	총통-@-NNG
F5480	#dependency_up||NP_AJT--up||VP_MOD--up||NP_OBJ--up||VP--down||NP_SBJ--down||
F4052	#dependency_up||NP_MOD--up||VNP--down||NP_AJT--down||
F2523	리버풀_-@-NNP
F3854	전라남도-@-NNP
F4053	몬베쓰_군-@-NNP
F2525	맞트레이드-@-NNP
F2526	세르비아-@-NNP
F1097	실장-@-NNG
F4054	#dependency_down||NP_MOD--down||
F2527	토끼-@-NNG
F4055	공신-@-NNG
F2528	#dependency_속-@-NNG--박쥐-@-NNG--속-@-NNG
F3086	급-@-NNG
F2529	_부-@-NNP
F4056	#dependency_up||NP--up||NP_AJT--up||VP--up||VP--down||NP_AJT--down||
F1971	#dependency_up||NP_OBJ--up||VP--up||VP_MOD--up||NP_SBJ--up||VP--up||VP--down||NP_AJT--down||
F4057	서광범-@-NNP
F1086	#dependency_up||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F2531	#dependency_우승-@-NNG--팀-@-NNG
F4058	#dependency_down||X--down||NP--down||NP--down||
F4049	가쿠엔토시-@-NNP
F1098	#dependency_up||NP--up||NP_OBJ--up||VP--down||NP_AJT--down||
F4059	중종-@-NNP
F621	말레이시아-@-NNP
F2532	발발-@-NNG
F1886	#dependency_up||NP--up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F5483	#dependency_의하-@-VV--가-@-VV
F1779	#dependency_운행-@-NNG--개시-@-NNG--되-@-VV
F2533	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--도마코마-@-NNP--이_시-@-NNP
F2534	#dependency_up||NP--up||VNP--down||NP--down||
F2535	#dependency_발생-@-NNG
F2536	#dependency_up||NP_SBJ--up||VNP--down||NP_MOD--down||NP--down||VP_MOD--down||NP_AJT--down||
F1099	인-@-NNG
F5485	진주시-@-NNP
F1100	#dependency_이천웅-@-NNP
F2537	#dependency_의하-@-VV--만화-@-NNG
F2538	#dependency_위-@-NNB--오-@-VV
F2539	#dependency_지내-@-VV--대한민국-@-NNP--의_-@-NNP--대통령-@-NNG
F5486	#dependency_up||NP_AJT--up||VP_MOD--up||
F4064	빼앗기-@-VV
F3799	#dependency_up||NP_MOD--up||NP_SBJ--up||VP--down||VP--down||NP_AJT--down||VP_MOD--down||
F1101	#dependency_주말-@-NNG--극장-@-NNG
F4065	#dependency_up||NP--up||NP_MOD--up||NP--up||VNP--down||
F3294	#dependency_up||NP_PRN--up||X--up||NP--up||NP_SBJ--up||VNP--down||NP_MOD--down||
F2541	산성-@-NNG
F2542	국제-@-NNG
F1102	#dependency_선수-@-NNG--투수-@-NNG
F5487	일종-@-NNG
F4310	갑-@-NNG
F5488	반민규명위-@-NNP
F1103	상행-@-NNG
F3814	#dependency_up||L--up||R--down||
F2543	#dependency_up||NP_SBJ--up||VP--down||X_OBJ--down||
F4068	#dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP_MOD--down||
F1104	#dependency_up||NP_SBJ--up||VP_MOD--down||NP_AJT--down||NP--down||NP_MOD--down||
F4507	찬양-@-NNG
F4070	#dependency_정부-@-NNG--이후-@-NNG--끼치-@-VV--가다듬-@-VV--오-@-VV--보수-@-NNG--주의-@-NNG
F3217	주오_-@-NNP
F1105	#dependency_삼-@-VV--지켜보-@-VV--키우-@-VV--꿈-@-NNG--선수-@-NNG
F1920	덴버-@-NNP
F4062	#dependency_up||VP_MOD--down||NP_SBJ--down||
F3152	#dependency_후보-@-NNG--여당-@-NNG--후보-@-NNG--누르-@-VV
F2544	조약-@-NNG
F5491	#dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_OBJ--down||
F1106	울주군-@-NNP
F1151	스페셜-@-NNG
F4071	#dependency_가-@-VV--퇴위-@-NNG--설립-@-NNG--폐지-@-NNG--왕정-@-NNG
F5492	#dependency_up||NP--up||R_PRN--down||NP_CNJ--down||
F1353	#dependency_up||NP--up||NP--up||NP--up||NP_SBJ--up||VNP--down||NP_MOD--down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||NP--down||
F5493	증강-@-NNG
F4133	단역-@-NNG
F1157	겸함-@-NNP
F2545	#dependency_겹치-@-VV--출연-@-NNG--하-@-VV--공연-@-NNG--맞추-@-VV--행-@-VA--복한_-@-NNP--아침_-@-NNP--드라마-@-NNG--사랑-@-NNG--말리-@-VV--등-@-NNB
F5495	#dependency_up||NP_MOD--up||NP_AJT--down||NP_CNJ--down||
F2546	#dependency_근거-@-NNG--종전-@-NNG--기념-@-NNG--열리-@-VV
F4072	본선-@-NNG
F2548	#dependency_up||NP_AJT--up||VP_MOD--up||VNP--down||NP--down||
F1109	이후-@-NNG
F360	분당구-@-NNP
F4073	비밀-@-NNG
F1110	인도-@-NNP
F2549	#dependency_신호-@-NNG--장-@-NNG
F5497	#dependency_up||NP_SBJ--up||VNP--down||VP_MOD--down||X_AJT--down||
F4074	#dependency_up||NP_AJT--up||VP_MOD--down||X--down||NP--down||NP--down||
F4075	#dependency_up||NP_MOD--up||NP_AJT--up||VNP--down||
F4158	반공-@-NNG
F1182	#dependency_up||NP_AJT--up||VP_MOD--up||NP_AJT--up||VP--down||NP_SBJ--down||
F2551	제-@-NNG
F2552	#dependency_위치-@-NNG--수유동-@-NNP--강북구-@-NNP
F2553	수-@-NNG
F4076	#dependency_규슈-@-NNP--여객철-@-NNP--위치-@-NNG--미야자키_시-@-NNP
F2554	안산-@-NNP
F5498	아침-@-NNG
F5499	즉위-@-NNG
F2017	히데요시-@-NNP
F2556	공격-@-NNG
F2557	#dependency_가-@-VV--주-@-VV--영향-@-NNG--사회-@-NNG
F4079	볼-@-NNG
F4168	_시-@-NNP
F1111	도중-@-NNG
F4063	순환-@-NNG
F2558	전향-@-NNG
F1112	가지-@-VV
F627	#dependency_년-@-NNB--년-@-NNB--년-@-NNB
F1113	#dependency_up||NP--down||NP_MOD--down||NP--down||
F4080	전략-@-NNG
F4081	카잔-@-NNP
F5500	제독-@-NNG
F1202	더블-@-NNG
F5501	#dependency_up||NP_SBJ--up||VP--down||NP_AJT--down||NP_MOD--down||
F5502	이기-@-VV
F1114	#dependency_전두환-@-NNP--등-@-NNB--독재-@-NNG--펼치-@-VV--인-@-NNG--진행-@-NNG
F2559	토론토-@-NNP
F2540	군-@-NNB
F1115	주역-@-NNG
F1116	#dependency_up||NP_OBJ--up||VP--down||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F4082	#dependency_down||NP--down||NP_MOD--down||
F1394	#dependency_노선-@-NNG--하비키노_-@-NNP--시-@-NNB
F5506	한국방송공사-@-NNP
F1117	#dependency_집-@-NNB
F3561	형사-@-NNG
F4066	황금-@-NNG
F1118	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--아사히카와_시-@-NNP
F2561	삿포로_시-@-NNP
F2562	보통-@-NNG
F2563	마_군-@-NNP
F1216	상륙-@-NNG
F3562	#dependency_up||NP_MOD--up||NP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F3293	우정-@-NNG
F5507	클리블랜드-@-NNP
F4212	#dependency_철도-@-NNG--역-@-NNG--위치-@-NNG--시부카와_시-@-NNP
F1221	조선_태조-@-NNP
F4216	지분-@-NNG
F4087	디트로이트-@-NNP
F4088	셋째-@-NR
F2564	할-@-NNB
F4089	존-@-NNP
F1232	현재-@-NNG
F4562	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||VP_MOD--down||VP--down||VP--down||VP--down||NP_AJT--down||NP--down||
F1120	#dependency_장수-@-NNG
F2905	강동면_-@-NNP
F4258	#dependency_중화-@-NNG--민국-@-NNG--의_-@-NNP--총통-@-NNG
F4090	_역_-@-NNP
F1121	#dependency_up||NP--up||VP--down||NP_AJT--down||
F1122	#dependency_선-@-NNG--위치-@-NNG--우라우스-@-NNP--_정-@-NNP--가바토-@-NNP--_군-@-NNP
F2567	시설-@-NNG
F1123	#dependency_down||VP_MOD--down||NP_OBJ--down||VP_MOD--down||NP_AJT--down||NP--down||
F2568	고유-@-NNG
F5509	#dependency_up||VP--up||VP--down||NP_AJT--down||NP--down||NP_MOD--down||
F5388	열-@-NR
F1124	보고-@-NNG
F5510	#dependency_역-@-NNG
F1125	예술-@-NNG
F4091	각색-@-NNG
F2570	구단-@-NNG
F628	북구_-@-NNP
F5511	#dependency_드러내-@-VV--잠입-@-NNG
F5341	요산-@-NNG
F2571	#dependency_up||NP_CNJ--up||NP_OBJ--down||NP_CNJ--down||
F1126	#dependency_위치-@-NNG--유니-@-NNP--_정-@-NNP--유바리-@-NNP--_군-@-NNP
F2777	상-@-NNG
F4092	하나-@-NNG
F3818	이유-@-NNG
F2572	마드리드-@-NNP
F2573	급제-@-NNG
F2894	#dependency_창업-@-NNG--기업-@-NNG
F4094	#dependency_철도-@-NNG--역-@-NNG--위치-@-NNG--고쓰_시-@-NNP
F4996	포르투갈-@-NNP
F1128	#dependency_이복-@-NNG--누이-@-NNG--서녀-@-NNG--태어나-@-VV--사이-@-NNG--조선_-@-NNP--문종-@-NNP
F2575	사찰-@-NNG
F5162	덕양구-@-NNP
F5514	캔자스시티-@-NNP
F1282	#dependency_down||NP_CNJ--down||NP--down||
F1129	#dependency_때-@-NNG
F5515	공부-@-NNG
F1130	원군-@-NNG
F5516	생질-@-NNG
F5517	#dependency_up||NP--up||NP_PRN--down||
F1296	#dependency_up||NP--up||NP_MOD--up||NP_OBJ--down||VP_MOD--down||NP_AJT--down||VP_MOD--down||VP--down||VP--down||NP_AJT--down||VP_MOD--down||VP--down||VP_OBJ--down||NP_SBJ--down||NP--down||NP_MOD--down||NP--down||
F2576	#dependency_up||VP--up||VP--down||NP_OBJ--down||NP_CNJ--down||
F5518	#dependency_친척-@-NNG--지내-@-VV
F2577	남해-@-NNG
F1131	제안-@-NNG
F4098	#dependency_서명-@-NNG--과-@-NNG
F2578	요코하마-@-NNP
F1132	울산-@-NNP
F5520	#dependency_대통령-@-NNG--부르-@-VV--반대-@-NNG
F1133	수구-@-NNG
F5521	인간-@-NNG
F4099	#dependency_up||NP--up||NP_AJT--up||VP--down||NP_AJT--down||NP_MOD--down||
F4100	로스앤젤레스_다저스-@-NNP
F4069	서초-@-NNP
F3884	#dependency_up||VP--down||NP_AJT--down||NP_CNJ--down||
F1134	범어사-@-NNP
F4101	코미디-@-NNG
F1135	#dependency_up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F4314	#dependency_up||NP_MOD--up||VNP--down||VNP--down||VNP--down||NP_AJT--down||NP_MOD--down||
F5523	단계-@-NNG
F1136	#dependency_up||NP_MOD--up||NP_AJT--down||VP_MOD--down||X_OBJ--down||NP_MOD--down||
F1137	거절-@-NNG
F4102	말레이시아의_-@-NNP
F4321	#dependency_up||X--up||NP_OBJ--up||VP--down||NP_SBJ--down||NP_AJT--down||NP_MOD--down||
F1138	딘_마틴-@-NNP
F1139	메트로-@-NNG
F4104	동호-@-NNG
F4566	달러-@-NNB
F2580	창당-@-NNG
F5526	사형-@-NNG
F4105	시대_-@-NNP
F4107	#dependency_거주-@-NNG
F5647	노린재-@-NNG
F2581	장제스-@-NNP
F2582	한성-@-NNG
F4109	#dependency_up||NP_OBJ--up||VP_MOD--down||VP--down||NP_OBJ--down||NP--down||
F5528	#dependency_독재-@-NNG
F4110	#dependency_신법-@-NNG--천문-@-NNG--병풍-@-NNG--그림-@-NNG--그리-@-VV--년-@-NNB--속리산면-@-NNP--보은군-@-NNP
F5489	#dependency_열리-@-VV--있-@-VA
F2028	#dependency_집-@-NNB--정규-@-NNG
F3821	잉글랜드-@-NNP
F377	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--가미카와_정-@-NNP--가미카와_군-@-NNP
F4111	세리에-@-NNP
F4112	승려-@-NNG
F4113	#dependency_down||VNP--down||NP_AJT--down||NP_MOD--down||
F4114	#dependency_과-@-NNG--창설-@-NNG--따르-@-VV--보급-@-NNG--시작-@-NNG--배급-@-NNG
F1140	체제-@-NNG
F2584	지상-@-NNG
F1474	제품-@-NNG
F5530	#dependency_의복-@-NNG--의복-@-NNG--있-@-VA--외솔-@-NNP--최현배-@-NNP--선생-@-NNG--기념-@-NNG--중구_-@-NNP--울산-@-NNP--광역-@-NNG--시-@-NNG
F1797	#dependency_긴급-@-NNG--명령-@-NNG--인-@-NNG--지내-@-VV--이후-@-NNG--수립-@-NNG--인민-@-NNG--정부-@-NNG
F2585	훈련-@-NNG
F5531	사슴-@-NNG
F4116	#dependency_시나노_-@-NNP--철도-@-NNG--선-@-NNG--위치-@-NNG--나가-@-VV--가루-@-NNG--기타사쿠_군-@-NNP
F2586	경찰청_-@-NNP
F3015	민태호_-@-NNP
F1357	엔가루-@-NNP
F1359	만주족-@-NNP
F4117	#dependency_억-@-NR--엔-@-NNB--고치-@-NNG--_현-@-NNP
F4118	아부-@-NNG
F5532	오디션-@-NNG
F2587	대중-@-NNG
F5533	#dependency_up||NP_CNJ--up||NP_MOD--up||NP_OBJ--down||VP_MOD--down||VP--down||VP--down||NP_OBJ--down||
F668	기원-@-NNG
F1368	도역-@-NNP
F1403	세_-@-NNP
F5707	#dependency_up||NP_CNJ--up||VNP--down||
F2589	거창-@-NNP
F4120	읍-@-NNG
F1378	#dependency_겸하-@-VV--오보-@-NNG
F4121	#dependency_연장-@-NNG
F4625	#dependency_up||X_MOD--up||NP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F4122	딸-@-NNG
F5535	#dependency_인-@-NNG--프랑스-@-NNP--의_-@-NNP--대통령-@-NNG--대-@-NNB
F4394	#dependency_드라마-@-NNG--월화-@-NNG
F2592	#dependency_up||NP--up||NP_AJT--up||VP_MOD--up||NP--up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||
F4123	아내-@-NNG
F4124	#dependency_down||VP--down||VP--down||NP_SBJ--down||
F5536	무관-@-NNG
F4404	나비-@-NNG
F4125	가야-@-NNG
F3845	#dependency_up||NP--up||NP--up||NP_SBJ--down||
F2594	관현-@-NNG
F4807	#dependency_윗-@-NNG--수염박-@-NNP--쥐속-@-NNP--속-@-NNG--박쥐-@-NNG--브란트-@-NNP--윗수염박쥐-@-NNP
F5538	#dependency_up||NP_MOD--up||VNP--down||VNP--down||NP_MOD--down||NP--down||NP--down||
F2595	#dependency_의장-@-NNG
F1146	#dependency_up||VNP--down||NP_AJT--down||NP_MOD--down||
F2596	공경-@-NNG
F1147	#dependency_up||NP_PRN--up||VP_MOD--up||NP_AJT--down||NP_MOD--down||
F4126	측-@-NNB
F2597	서-@-NNP
F1148	역전-@-NNG
F4422	신선-@-NNG
F3824	참석-@-NNG
F2598	#dependency_down||NP_SBJ--down||
F4505	내주-@-VV
F1423	듣-@-VV
F5539	#dependency_up||NP--up||NP_SBJ--up||VP_MOD--up||NP_AJT--up||VNP--down||NP--down||
F4127	왕과_비-@-NNP
F430	#dependency_down||VP_MOD--down||VP--down||NP_AJT--down||NP_SBJ--down||NP--down||
F194	#dependency_up||VP_MOD--down||NP_AJT--down||
F3309	개시-@-NNG
F1150	유일-@-NNG
F4128	타이-@-NNP
F1414	미나미큐슈_시-@-NNP
